term,tf-idf,document
ресурс,0.00021,10.txt
решать,0.00021,86.txt
решение,0.00021,78.txt
робот,0.00021,7.txt
робототехника,0.00021,11.txt
россия,0.00021,68.txt
россия,0.00021,9.txt
рост,0.00021,21.txt
рост,0.00021,62.txt
рынок,0.00021,27.txt
с,0.00021,6.txt
сам,0.00021,93.txt
световой,0.00021,29.txt
световой,0.00021,33.txt
световой,0.00021,34.txt
свой,0.00021,4.txt
связанный,0.00021,21.txt
сектор,0.00021,55.txt
сентябрь,0.00021,67.txt
сервер,0.00021,11.txt
сервер,0.00021,12.txt
сервер,0.00021,27.txt
сервер,0.00021,31.txt
сериал,0.00021,67.txt
сетевой,0.00021,21.txt
сетевой,0.00021,84.txt
система,0.00021,24.txt
складываться,0.00021,85.txt
скорость,0.00021,60.txt
скорость,0.00021,64.txt
скорость,0.00021,65.txt
скрипт,0.00021,1.txt
скрипт,0.00021,13.txt
скрипт,0.00021,2.txt
скрипт,0.00021,20.txt
скрипт,0.00021,78.txt
следствие,0.00021,30.txt
сложный,0.00021,24.txt
слой,0.00021,95.txt
смотреть,0.00021,60.txt
смотреть,0.00021,64.txt
смотреть,0.00021,65.txt
со,0.00021,88.txt
собирать,0.00021,24.txt
собственный,0.00021,26.txt
собственный,0.00021,84.txt
собственный,0.00021,86.txt
соединение,0.00021,29.txt
соединение,0.00021,33.txt
соединение,0.00021,34.txt
составлять,0.00021,84.txt
спонсор,0.00021,11.txt
спонсор,0.00021,21.txt
спутник,0.00021,25.txt
среднее,0.00021,29.txt
среднее,0.00021,33.txt
среднее,0.00021,34.txt
средство,0.00021,54.txt
сталкиваться,0.00021,15.txt
сталкиваться,0.00021,85.txt
стандартный,0.00021,29.txt
стандартный,0.00021,33.txt
стандартный,0.00021,34.txt
стартап,0.00021,17.txt
старый,0.00021,35.txt
старый,0.00021,36.txt
старый,0.00021,93.txt
стоить,0.00021,6.txt
стоять,0.00021,79.txt
страдать,0.00021,95.txt
страница,0.00021,39.txt
страница,0.00021,40.txt
стремиться,0.00021,72.txt
считаться,0.00021,84.txt
тайна,0.00021,61.txt
тайна,0.00021,99.txt
там,0.00021,10.txt
там,0.00021,41.txt
там,0.00021,42.txt
тело,0.00021,29.txt
тело,0.00021,30.txt
тело,0.00021,33.txt
тело,0.00021,34.txt
терять,0.00021,12.txt
только,0.00021,70.txt
только,0.00021,74.txt
только,0.00021,75.txt
тормозить,0.00021,70.txt
тормозить,0.00021,74.txt
тормозить,0.00021,75.txt
трафик,0.00021,26.txt
трафик,0.00021,27.txt
требование,0.00021,21.txt
требование,0.00021,29.txt
требование,0.00021,33.txt
требование,0.00021,34.txt
три,0.00021,30.txt
тут,0.00021,79.txt
тысяча,0.00021,43.txt
тысяча,0.00021,44.txt
увидеть,0.00021,73.txt
удаваться,0.00021,26.txt
удобный,0.00021,56.txt
узнавать,0.00021,11.txt
узнавать,0.00021,15.txt
узнавать,0.00021,30.txt
узнавать,0.00021,6.txt
улучшать,0.00021,51.txt
улучшать,0.00021,57.txt
улучшать,0.00021,58.txt
улучшать,0.00021,60.txt
улучшать,0.00021,64.txt
улучшать,0.00021,65.txt
умный,0.00021,84.txt
умный,0.00021,26.txt
университет,0.00021,7.txt
устраивать,0.00021,55.txt
участие,0.00021,62.txt
участник,0.00021,66.txt
учитывать,0.00021,77.txt
учитывать,0.00021,80.txt
учитывать,0.00021,81.txt
файл,0.00021,37.txt
файл,0.00021,38.txt
фактор,0.00021,61.txt
фактор,0.00021,99.txt
форма,0.00021,15.txt
фронтенд,0.00021,1.txt
фронтенд,0.00021,2.txt
фронтенд,0.00021,20.txt
хаб,0.00021,45.txt
хаб,0.00021,69.txt
хаб,0.00021,50.txt
хватить,0.00021,12.txt
хотеть,0.00021,26.txt
хотеть,0.00021,56.txt
хотеть,0.00021,94.txt
хотеть,0.00021,96.txt
хотеть,0.00021,97.txt
хотеться,0.00021,66.txt
храниться,0.00021,51.txt
храниться,0.00021,57.txt
храниться,0.00021,58.txt
цель,0.00021,16.txt
центр,0.00021,21.txt
центр,0.00021,78.txt
часто,0.00021,46.txt
часто,0.00021,48.txt
часто,0.00021,49.txt
чтение,0.00021,1.txt
чтение,0.00021,2.txt
чтение,0.00021,20.txt
чтение,0.00021,71.txt
что,0.00021,78.txt
что,0.00021,67.txt
что,0.00021,71.txt
шаг,0.00021,47.txt
широкий,0.00021,29.txt
широкий,0.00021,33.txt
широкий,0.00021,34.txt
школа,0.00021,54.txt
штат,0.00021,62.txt
экономический,0.00021,17.txt
энергия,0.00021,29.txt
энергия,0.00021,33.txt
энергия,0.00021,34.txt
эра,0.00021,62.txt
это,0.00021,53.txt
этот,0.00021,12.txt
этот,0.00021,37.txt
этот,0.00021,38.txt
этот,0.00021,86.txt
этот,0.00021,39.txt
этот,0.00021,40.txt
этот,0.00021,72.txt
этот,0.00021,26.txt
эффект,0.00021,79.txt
эффективный,0.00021,25.txt
яндекс,0.00021,78.txt
а,0.0002,85.txt
абс,0.0002,54.txt
абсолют,0.0002,70.txt
абсолют,0.0002,74.txt
абсолют,0.0002,75.txt
авто,0.0002,51.txt
авто,0.0002,57.txt
авто,0.0002,58.txt
автобусный,0.0002,60.txt
автобусный,0.0002,64.txt
автобусный,0.0002,65.txt
автоматизировать,0.0002,67.txt
автомобильный,0.0002,55.txt
автономность,0.0002,55.txt
авторитетный,0.0002,95.txt
адаптивный,0.0002,62.txt
адаптировать,0.0002,52.txt
адаптировать,0.0002,53.txt
администратор,0.0002,56.txt
айфон,0.0002,27.txt
акронис,0.0002,70.txt
акронис,0.0002,74.txt
акронис,0.0002,75.txt
аксиома,0.0002,60.txt
аксиома,0.0002,64.txt
аксиома,0.0002,65.txt
актив,0.0002,68.txt
актив,0.0002,9.txt
активация,0.0002,67.txt
активация,0.0002,78.txt
активация,0.0002,86.txt
активно,0.0002,87.txt
актовый,0.0002,30.txt
актуальность,0.0002,14.txt
актуальность,0.0002,25.txt
алан,0.0002,47.txt
алан,0.0002,78.txt
алгоритм,0.0002,67.txt
алготрейдер,0.0002,11.txt
алготрейдер,0.0002,12.txt
алготрейдер,0.0002,13.txt
аллерген,0.0002,95.txt
аллергопроба,0.0002,25.txt
аллергопроба,0.0002,63.txt
алоэ,0.0002,25.txt
алоэ,0.0002,63.txt
альтернатива,0.0002,67.txt
амазон,0.0002,55.txt
аналитик,0.0002,23.txt
аналитик,0.0002,54.txt
аналог,0.0002,31.txt
аналогичный,0.0002,29.txt
аналогичный,0.0002,33.txt
аналогичный,0.0002,34.txt
аналоговый,0.0002,39.txt
аналоговый,0.0002,40.txt
анальный,0.0002,60.txt
анальный,0.0002,64.txt
анальный,0.0002,65.txt
англоязычный,0.0002,25.txt
англоязычный,0.0002,32.txt
англоязычный,0.0002,71.txt
антенна,0.0002,54.txt
антисептика,0.0002,25.txt
антисептика,0.0002,63.txt
аромат,0.0002,95.txt
асинхронный,0.0002,11.txt
асинхронный,0.0002,12.txt
ассистент,0.0002,60.txt
ассистент,0.0002,64.txt
ассистент,0.0002,65.txt
ассоциация,0.0002,62.txt
ассоциация,0.0002,78.txt
ассоциироваться,0.0002,55.txt
атомарный,0.0002,30.txt
аудиоинтерфейс,0.0002,60.txt
аудиоинтерфейс,0.0002,64.txt
аудиоинтерфейс,0.0002,65.txt
аудиоман,0.0002,60.txt
аудиоман,0.0002,64.txt
аудиоман,0.0002,65.txt
аутентификация,0.0002,27.txt
аутентификация,0.0002,71.txt
баги,0.0002,63.txt
баня,0.0002,25.txt
баня,0.0002,63.txt
барьерный,0.0002,95.txt
батарейка,0.0002,70.txt
батарейка,0.0002,74.txt
батарейка,0.0002,75.txt
бд,0.0002,52.txt
бд,0.0002,53.txt
беда,0.0002,62.txt
беда,0.0002,85.txt
безболезненно,0.0002,14.txt
безболезненно,0.0002,17.txt
безболезненно,0.0002,87.txt
безумный,0.0002,26.txt
безумный,0.0002,62.txt
беречь,0.0002,11.txt
беречь,0.0002,12.txt
беречь,0.0002,78.txt
бесконечность,0.0002,55.txt
бескрайний,0.0002,54.txt
бессистемный,0.0002,30.txt
библиотека,0.0002,52.txt
библиотека,0.0002,53.txt
бинарник,0.0002,25.txt
биогеномика,0.0002,95.txt
биоинформатика,0.0002,95.txt
биолог,0.0002,95.txt
биологический,0.0002,63.txt
биомедицинский,0.0002,95.txt
биопротез,0.0002,95.txt
биотехнология,0.0002,25.txt
биржевой,0.0002,11.txt
биржевой,0.0002,12.txt
битный,0.0002,71.txt
битный,0.0002,72.txt
бить,0.0002,26.txt
бить,0.0002,63.txt
бить,0.0002,87.txt
биться,0.0002,25.txt
биться,0.0002,47.txt
благодаря,0.0002,30.txt
благополучно,0.0002,30.txt
блефарогель,0.0002,25.txt
блефарогель,0.0002,63.txt
близкие,0.0002,26.txt
блин,0.0002,71.txt
блок,0.0002,11.txt
блок,0.0002,14.txt
блок,0.0002,43.txt
блок,0.0002,44.txt
блуждать,0.0002,60.txt
блуждать,0.0002,64.txt
блуждать,0.0002,65.txt
боеприпасы,0.0002,17.txt
боеприпасы,0.0002,25.txt
боеприпасы,0.0002,26.txt
больничный,0.0002,77.txt
больничный,0.0002,80.txt
больничный,0.0002,81.txt
бороздить,0.0002,54.txt
борьба,0.0002,72.txt
бояться,0.0002,95.txt
брат,0.0002,32.txt
брат,0.0002,86.txt
бренд,0.0002,56.txt
британский,0.0002,41.txt
британский,0.0002,42.txt
бронировать,0.0002,54.txt
бросать,0.0002,68.txt
бросать,0.0002,9.txt
брусчатка,0.0002,55.txt
брэд,0.0002,62.txt
будни,0.0002,17.txt
будущее,0.0002,53.txt
будущее,0.0002,62.txt
быстро,0.0002,15.txt
быть,0.0002,5.txt
быть,0.0002,1.txt
быть,0.0002,15.txt
быть,0.0002,2.txt
быть,0.0002,20.txt
быть,0.0002,78.txt
быть,0.0002,16.txt
быть,0.0002,51.txt
быть,0.0002,57.txt
быть,0.0002,58.txt
быть,0.0002,72.txt
важный,0.0002,52.txt
вангуй,0.0002,70.txt
вангуй,0.0002,74.txt
вангуй,0.0002,75.txt
вантаа,0.0002,54.txt
варп,0.0002,30.txt
ватикан,0.0002,54.txt
вашингтонский,0.0002,30.txt
вбрасывать,0.0002,54.txt
вверх,0.0002,47.txt
вверх,0.0002,72.txt
вдохновляться,0.0002,84.txt
вдохновляться,0.0002,87.txt
вебинара,0.0002,14.txt
ведущий,0.0002,41.txt
ведущий,0.0002,42.txt
ведущий,0.0002,52.txt
вектор,0.0002,78.txt
вендор,0.0002,70.txt
вендор,0.0002,74.txt
вендор,0.0002,75.txt
вентилятор,0.0002,95.txt
верно,0.0002,14.txt
верность,0.0002,30.txt
вероятность,0.0002,60.txt
вероятность,0.0002,64.txt
вероятность,0.0002,65.txt
вертеть,0.0002,30.txt
веселый,0.0002,56.txt
весть,0.0002,25.txt
весть,0.0002,71.txt
весьма,0.0002,11.txt
весьма,0.0002,63.txt
ветер,0.0002,27.txt
ветер,0.0002,55.txt
ветровый,0.0002,60.txt
ветровый,0.0002,64.txt
ветровый,0.0002,65.txt
вечность,0.0002,14.txt
вечность,0.0002,16.txt
вечность,0.0002,71.txt
взбеситься,0.0002,11.txt
взбеситься,0.0002,12.txt
взбеситься,0.0002,13.txt
взять,0.0002,52.txt
видать,0.0002,30.txt
видео,0.0002,7.txt
виджет,0.0002,61.txt
виджет,0.0002,99.txt
видно,0.0002,77.txt
видно,0.0002,80.txt
видно,0.0002,81.txt
визуально,0.0002,60.txt
визуально,0.0002,64.txt
визуально,0.0002,65.txt
вирион,0.0002,54.txt
вирусный,0.0002,95.txt
Вкл,0.0002,70.txt
Вкл,0.0002,74.txt
Вкл,0.0002,75.txt
включать,0.0002,10.txt
вкратце,0.0002,26.txt
влажность,0.0002,31.txt
влечь,0.0002,54.txt
вливание,0.0002,95.txt
влияние,0.0002,55.txt
вместо,0.0002,68.txt
вместо,0.0002,9.txt
вмонтированный,0.0002,60.txt
вмонтированный,0.0002,64.txt
вмонтированный,0.0002,65.txt
внедерние,0.0002,60.txt
внедерние,0.0002,64.txt
внедерние,0.0002,65.txt
внедряться,0.0002,62.txt
внедряться,0.0002,86.txt
внутривенный,0.0002,95.txt
водичка,0.0002,60.txt
водичка,0.0002,64.txt
водичка,0.0002,65.txt
водонерастворимый,0.0002,95.txt
водопроводный,0.0002,95.txt
водород,0.0002,30.txt
водородный,0.0002,30.txt
водяной,0.0002,31.txt
возврат,0.0002,54.txt
возвращаться,0.0002,51.txt
возвращаться,0.0002,57.txt
возвращаться,0.0002,58.txt
воздевать,0.0002,30.txt
вокруг,0.0002,84.txt
волатильность,0.0002,11.txt
волатильность,0.0002,12.txt
воля,0.0002,85.txt
вопль,0.0002,25.txt
вопль,0.0002,63.txt
вордстат,0.0002,95.txt
воспринимать,0.0002,84.txt
воспроизведение,0.0002,86.txt
восстанавливаюся,0.0002,70.txt
восстанавливаюся,0.0002,74.txt
восстанавливаюся,0.0002,75.txt
востребовать,0.0002,16.txt
впервые,0.0002,25.txt
впереди,0.0002,25.txt
впереди,0.0002,47.txt
вписываться,0.0002,15.txt
впихивать,0.0002,60.txt
впихивать,0.0002,64.txt
впихивать,0.0002,65.txt
впрочем,0.0002,70.txt
впрочем,0.0002,74.txt
впрочем,0.0002,75.txt
временно,0.0002,63.txt
временно,0.0002,67.txt
временной,0.0002,77.txt
временной,0.0002,80.txt
временной,0.0002,81.txt
время,0.0002,51.txt
время,0.0002,57.txt
время,0.0002,58.txt
вряд,0.0002,73.txt
всеобщий,0.0002,14.txt
всеобщий,0.0002,26.txt
вскоре,0.0002,14.txt
вскоре,0.0002,26.txt
вскоре,0.0002,86.txt
вскрытие,0.0002,26.txt
встречаться,0.0002,27.txt
втихаря,0.0002,67.txt
втихаря,0.0002,86.txt
втом,0.0002,60.txt
втом,0.0002,64.txt
втом,0.0002,65.txt
второе,0.0002,30.txt
вуаль,0.0002,95.txt
вуз,0.0002,32.txt
вы,0.0002,55.txt
вы,0.0002,85.txt
вывеска,0.0002,60.txt
вывеска,0.0002,64.txt
вывеска,0.0002,65.txt
выгрузка,0.0002,70.txt
выгрузка,0.0002,74.txt
выгрузка,0.0002,75.txt
выдавать,0.0002,73.txt
выздоровление,0.0002,95.txt
выкла,0.0002,70.txt
выкла,0.0002,74.txt
выкла,0.0002,75.txt
выкладывать,0.0002,67.txt
вылазить,0.0002,60.txt
вылазить,0.0002,64.txt
вылазить,0.0002,65.txt
вымораживание,0.0002,25.txt
вымораживание,0.0002,63.txt
выносить,0.0002,95.txt
выпивать,0.0002,60.txt
выпивать,0.0002,64.txt
выпивать,0.0002,65.txt
выплачивать,0.0002,13.txt
выплачивать,0.0002,86.txt
выплачивать,0.0002,87.txt
выпускать,0.0002,23.txt
выпускник,0.0002,78.txt
выражаться,0.0002,26.txt
выражаться,0.0002,55.txt
вырастать,0.0002,63.txt
высказывать,0.0002,86.txt
высказываться,0.0002,17.txt
высказываться,0.0002,25.txt
выставление,0.0002,11.txt
выставление,0.0002,12.txt
выставление,0.0002,13.txt
выстраивать,0.0002,87.txt
выступать,0.0002,39.txt
выступать,0.0002,40.txt
выступать,0.0002,52.txt
высыпаться,0.0002,83.txt
высыпаться,0.0002,89.txt
высыпаться,0.0002,90.txt
вытеснять,0.0002,32.txt
вытеснять,0.0002,71.txt
вытеснять,0.0002,86.txt
выучивать,0.0002,85.txt
вычеркивать,0.0002,67.txt
выяснивать,0.0002,47.txt
вяло,0.0002,30.txt
гадость,0.0002,25.txt
гадость,0.0002,63.txt
газка,0.0002,60.txt
газка,0.0002,64.txt
газка,0.0002,65.txt
гайд,0.0002,67.txt
гарантировать,0.0002,54.txt
геймдев,0.0002,67.txt
геймдеву,0.0002,30.txt
генерироваться,0.0002,30.txt
геофизика,0.0002,30.txt
геофизический,0.0002,30.txt
гибель,0.0002,14.txt
гибель,0.0002,71.txt
гибкость,0.0002,27.txt
гибкость,0.0002,63.txt
гиг,0.0002,70.txt
гиг,0.0002,74.txt
гиг,0.0002,75.txt
гид,0.0002,54.txt
гидроизоляция,0.0002,95.txt
гик,0.0002,60.txt
гик,0.0002,64.txt
гик,0.0002,65.txt
главный,0.0002,21.txt
глаз,0.0002,55.txt
глаз,0.0002,84.txt
глобальный,0.0002,21.txt
глубоко,0.0002,31.txt
глубокоуважаемый,0.0002,54.txt
гневный,0.0002,60.txt
гневный,0.0002,64.txt
гневный,0.0002,65.txt
гнездо,0.0002,25.txt
гнездо,0.0002,63.txt
голландия,0.0002,54.txt
голова,0.0002,37.txt
голова,0.0002,38.txt
голова,0.0002,61.txt
голова,0.0002,99.txt
головной,0.0002,55.txt
гонка,0.0002,54.txt
гореть,0.0002,68.txt
гореть,0.0002,9.txt
горсть,0.0002,30.txt
государство,0.0002,84.txt
гравик,0.0002,30.txt
гравитационный,0.0002,25.txt
гравитационный,0.0002,32.txt
грандиозный,0.0002,13.txt
грандиозный,0.0002,17.txt
грандиозный,0.0002,25.txt
граница,0.0002,46.txt
граница,0.0002,48.txt
граница,0.0002,49.txt
грань,0.0002,25.txt
грань,0.0002,63.txt
грань,0.0002,87.txt
графенов,0.0002,30.txt
графически,0.0002,30.txt
грузовик,0.0002,26.txt
грузовик,0.0002,47.txt
группировка,0.0002,71.txt
групповой,0.0002,26.txt
грустно,0.0002,67.txt
грустно,0.0002,84.txt
грустно,0.0002,87.txt
д,0.0002,51.txt
д,0.0002,57.txt
д,0.0002,58.txt
давать,0.0002,78.txt
далекий,0.0002,61.txt
далекий,0.0002,99.txt
дамский,0.0002,25.txt
дамский,0.0002,63.txt
данные,0.0002,27.txt
дата,0.0002,39.txt
дата,0.0002,40.txt
дата,0.0002,73.txt
датасет,0.0002,54.txt
даташить,0.0002,70.txt
даташить,0.0002,74.txt
даташить,0.0002,75.txt
датировать,0.0002,72.txt
двадцать,0.0002,55.txt
двач,0.0002,16.txt
двач,0.0002,84.txt
двигать,0.0002,70.txt
двигать,0.0002,74.txt
двигать,0.0002,75.txt
движок,0.0002,15.txt
движок,0.0002,86.txt
двое,0.0002,54.txt
двойной,0.0002,83.txt
двойной,0.0002,89.txt
двойной,0.0002,90.txt
двухкратный,0.0002,70.txt
двухкратный,0.0002,74.txt
двухкратный,0.0002,75.txt
девайса,0.0002,84.txt
девственный,0.0002,70.txt
девственный,0.0002,74.txt
девственный,0.0002,75.txt
дед,0.0002,30.txt
действительный,0.0002,67.txt
декабрь,0.0002,66.txt
делиться,0.0002,87.txt
деловой,0.0002,55.txt
деловой,0.0002,87.txt
демонстратор,0.0002,54.txt
демонстрироваться,0.0002,32.txt
демонстрироваться,0.0002,62.txt
деньги,0.0002,1.txt
деньги,0.0002,2.txt
деньги,0.0002,20.txt
держать,0.0002,63.txt
десктоп,0.0002,12.txt
десктоп,0.0002,16.txt
десктопный,0.0002,70.txt
десктопный,0.0002,74.txt
десктопный,0.0002,75.txt
десятый,0.0002,55.txt
детекция,0.0002,95.txt
дефрагметация,0.0002,70.txt
дефрагметация,0.0002,74.txt
дефрагметация,0.0002,75.txt
децентрализованный,0.0002,25.txt
децентрализованный,0.0002,26.txt
дешево,0.0002,68.txt
дешево,0.0002,9.txt
дизайнерский,0.0002,95.txt
дисклеймер,0.0002,53.txt
дискретный,0.0002,25.txt
дискуссия,0.0002,86.txt
доверять,0.0002,52.txt
доверять,0.0002,68.txt
доверять,0.0002,9.txt
догадка,0.0002,62.txt
догадываться,0.0002,70.txt
догадываться,0.0002,74.txt
догадываться,0.0002,75.txt
додекаэдр,0.0002,30.txt
доктор,0.0002,54.txt
документация,0.0002,71.txt
документация,0.0002,72.txt
документирование,0.0002,70.txt
документирование,0.0002,74.txt
документирование,0.0002,75.txt
долго,0.0002,63.txt
долгожданный,0.0002,25.txt
дом,0.0002,22.txt
дом,0.0002,31.txt
дом,0.0002,95.txt
дома,0.0002,17.txt
доменный,0.0002,86.txt
домино,0.0002,78.txt
домклик,0.0002,16.txt
домклик,0.0002,85.txt
домклик,0.0002,87.txt
домклика,0.0002,16.txt
домклика,0.0002,85.txt
домклика,0.0002,87.txt
доносить,0.0002,27.txt
доносить,0.0002,67.txt
допиливать,0.0002,70.txt
допиливать,0.0002,74.txt
допиливать,0.0002,75.txt
дописывать,0.0002,27.txt
дописывать,0.0002,67.txt
доплеровский,0.0002,30.txt
дополнительный,0.0002,60.txt
дополнительный,0.0002,64.txt
дополнительный,0.0002,65.txt
дорогостоящиям,0.0002,54.txt
дорожный,0.0002,54.txt
досадный,0.0002,71.txt
доселе,0.0002,30.txt
дословный,0.0002,11.txt
дословный,0.0002,12.txt
дословный,0.0002,13.txt
доступ,0.0002,37.txt
доступ,0.0002,38.txt
доступ,0.0002,70.txt
доступ,0.0002,74.txt
доступ,0.0002,75.txt
доход,0.0002,68.txt
доход,0.0002,9.txt
ДПС,0.0002,60.txt
ДПС,0.0002,64.txt
ДПС,0.0002,65.txt
дрога,0.0002,60.txt
дрога,0.0002,64.txt
дрога,0.0002,65.txt
друг,0.0002,16.txt
дружно,0.0002,84.txt
дружно,0.0002,87.txt
дух,0.0002,27.txt
дыхательный,0.0002,95.txt
дьявол,0.0002,14.txt
евангелист,0.0002,55.txt
еврокомиссия,0.0002,11.txt
еврокомиссия,0.0002,12.txt
европейский,0.0002,61.txt
европейский,0.0002,99.txt
едва,0.0002,15.txt
екатеринбург,0.0002,83.txt
екатеринбург,0.0002,89.txt
екатеринбург,0.0002,90.txt
жадность,0.0002,54.txt
ждать,0.0002,79.txt
же,0.0002,41.txt
же,0.0002,42.txt
же,0.0002,67.txt
желанный,0.0002,32.txt
желающий,0.0002,62.txt
желающий,0.0002,67.txt
желающий,0.0002,86.txt
железка,0.0002,32.txt
железка,0.0002,71.txt
железка,0.0002,78.txt
железнодорожный,0.0002,95.txt
женщина,0.0002,26.txt
женщина,0.0002,55.txt
жизнеспособность,0.0002,54.txt
жир,0.0002,95.txt
за,0.0002,10.txt
заведующий,0.0002,30.txt
завертывать,0.0002,95.txt
завершение,0.0002,51.txt
завершение,0.0002,57.txt
завершение,0.0002,58.txt
зависеть,0.0002,37.txt
зависеть,0.0002,38.txt
зависеть,0.0002,67.txt
зависеть,0.0002,68.txt
зависеть,0.0002,9.txt
зависимость,0.0002,52.txt
загадка,0.0002,95.txt
заготавливать,0.0002,60.txt
заготавливать,0.0002,64.txt
заготавливать,0.0002,65.txt
загружаться,0.0002,72.txt
заданный,0.0002,31.txt
задорно,0.0002,30.txt
задушить,0.0002,14.txt
задушить,0.0002,71.txt
задушить,0.0002,86.txt
заезжать,0.0002,60.txt
заезжать,0.0002,64.txt
заезжать,0.0002,65.txt
заказчик,0.0002,84.txt
заключительный,0.0002,32.txt
закупка,0.0002,68.txt
закупка,0.0002,9.txt
зал,0.0002,11.txt
залезать,0.0002,54.txt
замаскированный,0.0002,95.txt
замедлять,0.0002,62.txt
замедляться,0.0002,60.txt
замедляться,0.0002,64.txt
замедляться,0.0002,65.txt
замеривать,0.0002,70.txt
замеривать,0.0002,74.txt
замеривать,0.0002,75.txt
замораживание,0.0002,70.txt
замораживание,0.0002,74.txt
замораживание,0.0002,75.txt
замораживать,0.0002,60.txt
замораживать,0.0002,64.txt
замораживать,0.0002,65.txt
замораживаться,0.0002,70.txt
замораживаться,0.0002,74.txt
замораживаться,0.0002,75.txt
занести,0.0002,54.txt
запасать,0.0002,14.txt
запасать,0.0002,17.txt
запасать,0.0002,72.txt
запивать,0.0002,12.txt
запивать,0.0002,15.txt
запирать,0.0002,54.txt
запоминаться,0.0002,32.txt
запоминаться,0.0002,47.txt
запутанный,0.0002,78.txt
заразный,0.0002,95.txt
заряд,0.0002,47.txt
заряжать,0.0002,30.txt
засвечиваться,0.0002,32.txt
заслуга,0.0002,95.txt
засыпать,0.0002,54.txt
затемно,0.0002,60.txt
затемно,0.0002,64.txt
затемно,0.0002,65.txt
заявление,0.0002,21.txt
звук,0.0002,30.txt
звуковоспроизводящий,0.0002,30.txt
здорово,0.0002,68.txt
здорово,0.0002,9.txt
зло,0.0002,70.txt
зло,0.0002,74.txt
зло,0.0002,75.txt
злой,0.0002,63.txt
знание,0.0002,11.txt
знание,0.0002,25.txt
знать,0.0002,37.txt
знать,0.0002,38.txt
значение,0.0002,14.txt
значение,0.0002,25.txt
значение,0.0002,53.txt
зрительный,0.0002,60.txt
зрительный,0.0002,64.txt
зрительный,0.0002,65.txt
зыков,0.0002,16.txt
зыков,0.0002,85.txt
зыков,0.0002,87.txt
играть,0.0002,63.txt
идеал,0.0002,51.txt
идеал,0.0002,57.txt
идеал,0.0002,58.txt
идентифицировать,0.0002,32.txt
идентифицировать,0.0002,84.txt
идея,0.0002,7.txt
идти,0.0002,43.txt
идти,0.0002,44.txt
из,0.0002,32.txt
из,0.0002,47.txt
избавлять,0.0002,26.txt
избавлять,0.0002,71.txt
избыточный,0.0002,26.txt
избыточный,0.0002,27.txt
извлечение,0.0002,95.txt
издательский,0.0002,15.txt
издательский,0.0002,17.txt
издательский,0.0002,47.txt
изменение,0.0002,54.txt
изменение,0.0002,55.txt
изменение,0.0002,62.txt
изменять,0.0002,86.txt
изнашивать,0.0002,70.txt
изнашивать,0.0002,74.txt
изнашивать,0.0002,75.txt
изображение,0.0002,13.txt
изобретать,0.0002,54.txt
изобретать,0.0002,94.txt
изобретать,0.0002,96.txt
изобретать,0.0002,97.txt
изыматься,0.0002,95.txt
иллинойсский,0.0002,30.txt
иллюстрироваться,0.0002,30.txt
иммунный,0.0002,95.txt
империя,0.0002,86.txt
имуляция,0.0002,30.txt
индивидуальный,0.0002,63.txt
индивидуальный,0.0002,67.txt
инновационный,0.0002,55.txt
иностранец,0.0002,54.txt
инсульт,0.0002,95.txt
интеграция,0.0002,11.txt
интеграция,0.0002,12.txt
интеграция,0.0002,13.txt
интегрировать,0.0002,54.txt
интеллект,0.0002,86.txt
интемс,0.0002,95.txt
интенсив,0.0002,14.txt
интенсив,0.0002,17.txt
интенсив,0.0002,85.txt
интересный,0.0002,100.txt
интересный,0.0002,15.txt
интермодуляция,0.0002,30.txt
инфокультура,0.0002,70.txt
инфокультура,0.0002,74.txt
инфокультура,0.0002,75.txt
инфраструктурный,0.0002,11.txt
инфраструктурный,0.0002,12.txt
инфраструктурный,0.0002,13.txt
инцидент,0.0002,60.txt
инцидент,0.0002,64.txt
инцидент,0.0002,65.txt
иоаннидис,0.0002,95.txt
иопс,0.0002,70.txt
иопс,0.0002,74.txt
иопс,0.0002,75.txt
иранский,0.0002,60.txt
иранский,0.0002,64.txt
иранский,0.0002,65.txt
искажение,0.0002,26.txt
искажение,0.0002,27.txt
исполняться,0.0002,27.txt
исполняться,0.0002,47.txt
исполняться,0.0002,86.txt
использование,0.0002,25.txt
испортить,0.0002,26.txt
исправлять,0.0002,25.txt
исследовать,0.0002,54.txt
исток,0.0002,25.txt
история,0.0002,15.txt
источник,0.0002,29.txt
источник,0.0002,33.txt
источник,0.0002,34.txt
кабина,0.0002,54.txt
казань,0.0002,55.txt
какой,0.0002,3.txt
кальций,0.0002,95.txt
камера,0.0002,1.txt
камера,0.0002,13.txt
камера,0.0002,2.txt
камера,0.0002,20.txt
кампания,0.0002,27.txt
канал,0.0002,37.txt
канал,0.0002,38.txt
картинка,0.0002,3.txt
кастомерский,0.0002,70.txt
кастомерский,0.0002,74.txt
кастомерский,0.0002,75.txt
кастрюля,0.0002,25.txt
кастрюля,0.0002,63.txt
кат,0.0002,86.txt
катастрофа,0.0002,26.txt
катастрофа,0.0002,62.txt
кашлять,0.0002,63.txt
кеннеди,0.0002,30.txt
кешом,0.0002,70.txt
кешом,0.0002,74.txt
кешом,0.0002,75.txt
киберпреступник,0.0002,54.txt
килобайт,0.0002,70.txt
килобайт,0.0002,74.txt
килобайт,0.0002,75.txt
кислород,0.0002,95.txt
кисть,0.0002,95.txt
