term,tf-idf,document
турбулентность,0.0006050702,56.txt
упражнение,0.0006050702,67.txt
яркость,0.0006050702,32.txt
компактный,0.0006050398,32.txt
миссия,0.0006050398,88.txt
ноль,0.0006050398,70.txt
ноль,0.0006050398,74.txt
ноль,0.0006050398,75.txt
переставать,0.0006050398,27.txt
плата,0.0006050398,88.txt
подписывать,0.0006050398,88.txt
редактор,0.0006050398,88.txt
умирать,0.0006050398,88.txt
успешный,0.0006050398,39.txt
успешный,0.0006050398,40.txt
эффективно,0.0006050398,88.txt
пожалуйста,0.0006049566,92.txt
что,0.0006049002,10.txt
анализ,0.0006043113,78.txt
ага,0.0006037018,79.txt
ад,0.0006037018,79.txt
блеск,0.0006037018,66.txt
бурный,0.0006037018,66.txt
восторг,0.0006037018,79.txt
грабли,0.0006037018,79.txt
доказывать,0.0006037018,30.txt
достижимый,0.0006037018,29.txt
достижимый,0.0006037018,33.txt
достижимый,0.0006037018,34.txt
жизненный,0.0006037018,79.txt
забегать,0.0006037018,79.txt
заведение,0.0006037018,79.txt
зарисовка,0.0006037018,66.txt
захотеться,0.0006037018,79.txt
кибербезопасность,0.0006037018,66.txt
кратко,0.0006037018,66.txt
математический,0.0006037018,30.txt
метро,0.0006037018,66.txt
молодец,0.0006037018,79.txt
научать,0.0006037018,66.txt
окружающий,0.0006037018,30.txt
подходящий,0.0006037018,79.txt
препарат,0.0006037018,95.txt
преподаватель,0.0006037018,39.txt
преподаватель,0.0006037018,40.txt
происшествие,0.0006037018,79.txt
прокачивать,0.0006037018,66.txt
прокачивать,0.0006037018,79.txt
просматриваться,0.0006037018,79.txt
профессионально,0.0006037018,66.txt
расширенный,0.0006037018,79.txt
рунет,0.0006037018,66.txt
сие,0.0006037018,79.txt
союз,0.0006037018,41.txt
союз,0.0006037018,42.txt
студенческий,0.0006037018,79.txt
тонкий,0.0006037018,73.txt
увлекаться,0.0006037018,39.txt
увлекаться,0.0006037018,40.txt
учебник,0.0006037018,79.txt
фундамент,0.0006037018,66.txt
ценность,0.0006037018,66.txt
че,0.0006037018,79.txt
четвертый,0.0006037018,66.txt
экзотический,0.0006037018,73.txt
электромобиль,0.0006037018,62.txt
энергетика,0.0006037018,79.txt
плохо,0.0006024602,10.txt
файл,0.0006024602,71.txt
отклик,0.000602448,21.txt
государственный,0.0006021334,35.txt
государственный,0.0006021334,36.txt
отмечать,0.0006021334,35.txt
отмечать,0.0006021334,36.txt
собираться,0.0006021334,35.txt
собираться,0.0006021334,36.txt
типичный,0.0006021334,51.txt
типичный,0.0006021334,57.txt
типичный,0.0006021334,58.txt
проект,0.0006018136,4.txt
не,0.0006007209,73.txt
открывать,0.0006002499,67.txt
необходимо,0.0005989825,46.txt
необходимо,0.0005989825,48.txt
необходимо,0.0005989825,49.txt
сей,0.0005989825,79.txt
вы,0.0005987898,68.txt
вы,0.0005987898,9.txt
антирадар,0.0005979474,62.txt
антирейтинг,0.0005979474,62.txt
арзамас,0.0005979474,67.txt
африканский,0.0005979474,55.txt
берлинский,0.0005979474,67.txt
буг,0.0005979474,30.txt
виртуальный,0.0005979474,22.txt
влага,0.0005979474,95.txt
влажный,0.0005979474,95.txt
врата,0.0005979474,30.txt
выступление,0.0005979474,62.txt
графен,0.0005979474,30.txt
дарить,0.0005979474,62.txt
двухслойный,0.0005979474,30.txt
детонационный,0.0005979474,30.txt
диктор,0.0005979474,67.txt
дриллинг,0.0005979474,67.txt
живой,0.0005979474,22.txt
зависать,0.0005979474,27.txt
задеть,0.0005979474,27.txt
индикаторный,0.0005979474,26.txt
истец,0.0005979474,27.txt
истечение,0.0005979474,67.txt
италия,0.0005979474,95.txt
ищенко,0.0005979474,27.txt
кармасрач,0.0005979474,27.txt
картограф,0.0005979474,55.txt
касса,0.0005979474,55.txt
кассир,0.0005979474,55.txt
кинологический,0.0005979474,55.txt
кольцевой,0.0005979474,30.txt
кузов,0.0005979474,62.txt
курсопоиск,0.0005979474,30.txt
лето,0.0005979474,77.txt
лето,0.0005979474,80.txt
лето,0.0005979474,81.txt
липидный,0.0005979474,95.txt
луна,0.0005979474,22.txt
маркет,0.0005979474,27.txt
миля,0.0005979474,62.txt
миникурс,0.0005979474,67.txt
наезд,0.0005979474,27.txt
непокорный,0.0005979474,30.txt
неясно,0.0005979474,27.txt
ноздря,0.0005979474,55.txt
обмен,0.0005979474,22.txt
обучающийся,0.0005979474,67.txt
оптимум,0.0005979474,67.txt
парктроник,0.0005979474,62.txt
пимслер,0.0005979474,67.txt
пневмония,0.0005979474,95.txt
повелитель,0.0005979474,27.txt
полно,0.0005979474,67.txt
приточный,0.0005979474,27.txt
пробка,0.0005979474,54.txt
пробка,0.0005979474,55.txt
протекать,0.0005979474,95.txt
прятать,0.0005979474,55.txt
размерность,0.0005979474,55.txt
ракетный,0.0005979474,30.txt
река,0.0005979474,30.txt
рома,0.0005979474,26.txt
ротационный,0.0005979474,30.txt
ситимобил,0.0005979474,27.txt
скоростной,0.0005979474,62.txt
смертельный,0.0005979474,95.txt
созерцание,0.0005979474,55.txt
солнцезащитный,0.0005979474,62.txt
сохнуть,0.0005979474,95.txt
спаляться,0.0005979474,27.txt
спектакль,0.0005979474,67.txt
степпер,0.0005979474,30.txt
тарасенко,0.0005979474,27.txt
топографический,0.0005979474,55.txt
тугодум,0.0005979474,27.txt
тупой,0.0005979474,27.txt
уголовный,0.0005979474,27.txt
учиться,0.0005979474,22.txt
фан,0.0005979474,67.txt
фиаско,0.0005979474,95.txt
физиологический,0.0005979474,55.txt
фишинговый,0.0005979474,26.txt
фоторезистор,0.0005979474,62.txt
цик,0.0005979474,27.txt
эйндховен,0.0005979474,30.txt
экмо,0.0005979474,95.txt
эпилепсия,0.0005979474,95.txt
языковой,0.0005979474,67.txt
объект,0.0005970781,3.txt
применять,0.0005970781,3.txt
страница,0.0005970781,3.txt
тема,0.000596907,3.txt
управление,0.000596907,84.txt
браузер,0.000595665,56.txt
защитный,0.000595665,56.txt
менеджер,0.000595665,83.txt
менеджер,0.000595665,89.txt
менеджер,0.000595665,90.txt
наука,0.000595665,78.txt
прежде,0.000595665,68.txt
прежде,0.000595665,9.txt
приглашение,0.000595665,56.txt
алгоритм,0.0005956099,78.txt
не,0.0005946936,39.txt
не,0.0005946936,40.txt
март,0.0005942163,95.txt
подключение,0.0005937432,43.txt
подключение,0.0005937432,44.txt
сидеть,0.0005937432,7.txt
частота,0.0005937432,43.txt
частота,0.0005937432,44.txt
вывод,0.0005936812,73.txt
жить,0.0005936812,24.txt
программист,0.0005936812,24.txt
хранение,0.0005936812,24.txt
читать,0.0005920081,54.txt
технический,0.0005917896,43.txt
технический,0.0005917896,44.txt
рейтинг,0.000591698,93.txt
область,0.000591381,73.txt
размер,0.0005906823,70.txt
размер,0.0005906823,74.txt
размер,0.0005906823,75.txt
научно,0.0005905698,32.txt
вселенная,0.0005905681,25.txt
вселенная,0.0005905681,6.txt
доклад,0.0005905681,25.txt
игровой,0.0005905681,21.txt
кажется,0.0005905681,6.txt
нейросеть,0.0005905681,6.txt
нулевой,0.0005905681,25.txt
организатор,0.0005905681,6.txt
тренд,0.0005905681,6.txt
узел,0.0005905681,14.txt
ценный,0.0005905681,6.txt
чат,0.0005905681,21.txt
шторм,0.0005905681,21.txt
экзоскелет,0.0005905681,21.txt
быть,0.0005896689,73.txt
анализ,0.000589572,11.txt
анализ,0.000589572,12.txt
система,0.0005891319,93.txt
я,0.0005891319,29.txt
я,0.0005891319,33.txt
я,0.0005891319,34.txt
вода,0.000588684,71.txt
логический,0.000588684,73.txt
никак,0.000588684,41.txt
никак,0.000588684,42.txt
резервный,0.000588684,71.txt
рост,0.000588684,85.txt
среднее,0.000588684,60.txt
среднее,0.000588684,64.txt
среднее,0.000588684,65.txt
интеллект,0.0005879697,93.txt
купить,0.0005879697,63.txt
покупка,0.0005879697,93.txt
дорога,0.00058768,55.txt
математика,0.00058752,30.txt
популярный,0.00058752,4.txt
россия,0.0005865904,45.txt
россия,0.0005865904,69.txt
дом,0.0005862906,87.txt
разработчик,0.0005862016,85.txt
комментарий,0.000586175,8.txt
минимум,0.0005855807,10.txt
рабочий,0.00058555,29.txt
рабочий,0.00058555,33.txt
рабочий,0.00058555,34.txt
играть,0.0005854004,66.txt
элемент,0.0005854004,29.txt
элемент,0.0005854004,33.txt
элемент,0.0005854004,34.txt
аккаунт,0.0005834065,19.txt
файл,0.000583026,72.txt
бег,0.0005830176,13.txt
зритель,0.0005830176,13.txt
кейс,0.0005830176,87.txt
небо,0.0005830176,46.txt
небо,0.0005830176,48.txt
небо,0.0005830176,49.txt
перевести,0.0005830176,87.txt
поверхность,0.0005830176,47.txt
ток,0.0005830176,94.txt
ток,0.0005830176,96.txt
ток,0.0005830176,97.txt
чужой,0.0005830176,16.txt
врач,0.0005816492,35.txt
врач,0.0005816492,36.txt
гик,0.0005816492,61.txt
гик,0.0005816492,99.txt
музыка,0.0005816492,35.txt
музыка,0.0005816492,36.txt
подкаста,0.0005816492,61.txt
подкаста,0.0005816492,99.txt
специальный,0.0005816492,35.txt
специальный,0.0005816492,36.txt
всероссийский,0.0005811891,39.txt
всероссийский,0.0005811891,40.txt
медицинский,0.0005811891,88.txt
местный,0.0005811891,39.txt
местный,0.0005811891,40.txt
местный,0.0005811891,88.txt
облачный,0.0005811891,86.txt
оператор,0.0005811891,27.txt
распространяться,0.0005811891,88.txt
смерть,0.0005811891,88.txt
автомобиль,0.0005804825,60.txt
автомобиль,0.0005804825,64.txt
автомобиль,0.0005804825,65.txt
пользоваться,0.0005804825,60.txt
пользоваться,0.0005804825,64.txt
пользоваться,0.0005804825,65.txt
совершенно,0.0005804825,79.txt
спутник,0.0005804825,21.txt
минута,0.00058,5.txt
почта,0.00058,3.txt
сложность,0.00058,5.txt
тестирование,0.00058,54.txt
нарушение,0.000578835,35.txt
нарушение,0.000578835,36.txt
март,0.0005781564,72.txt
проект,0.0005780578,5.txt
ошибка,0.000577875,35.txt
ошибка,0.000577875,36.txt
также,0.000577875,35.txt
также,0.000577875,36.txt
вместе,0.0005764892,24.txt
индустрия,0.0005764892,27.txt
организация,0.0005764892,24.txt
урбанизм,0.0005764892,24.txt
вконтакте,0.000576,8.txt
здесь,0.000576,8.txt
машина,0.0005758056,62.txt
продукт,0.0005755366,100.txt
цена,0.0005755366,100.txt
верный,0.000575475,10.txt
гб,0.000575475,70.txt
гб,0.000575475,73.txt
гб,0.000575475,74.txt
гб,0.000575475,75.txt
дистанция,0.000575475,60.txt
дистанция,0.000575475,64.txt
дистанция,0.000575475,65.txt
др,0.000575475,51.txt
др,0.000575475,57.txt
др,0.000575475,58.txt
заполнять,0.000575475,70.txt
заполнять,0.000575475,74.txt
заполнять,0.000575475,75.txt
инжиниринг,0.000575475,78.txt
ловушка,0.000575475,10.txt
некогда,0.000575475,10.txt
отвлекать,0.000575475,60.txt
отвлекать,0.000575475,64.txt
отвлекать,0.000575475,65.txt
передвижение,0.000575475,51.txt
передвижение,0.000575475,57.txt
передвижение,0.000575475,58.txt
популярность,0.000575475,10.txt
призыв,0.000575475,61.txt
призыв,0.000575475,99.txt
расширять,0.000575475,51.txt
расширять,0.000575475,57.txt
расширять,0.000575475,58.txt
реплика,0.000575475,61.txt
реплика,0.000575475,99.txt
сводить,0.000575475,61.txt
сводить,0.000575475,99.txt
страх,0.000575475,85.txt
судьба,0.000575475,61.txt
судьба,0.000575475,99.txt
тихо,0.000575475,61.txt
тихо,0.000575475,99.txt
чиновник,0.000575475,51.txt
чиновник,0.000575475,57.txt
чиновник,0.000575475,58.txt
веб,0.000575351,22.txt
веб,0.000575351,52.txt
идеальный,0.0005750232,7.txt
недостаток,0.0005750232,7.txt
удалять,0.0005750232,84.txt
ум,0.0005750232,7.txt
цифра,0.0005750232,7.txt
цифра,0.0005750232,77.txt
цифра,0.0005750232,80.txt
цифра,0.0005750232,81.txt
астрономия,0.0005747637,30.txt
закон,0.0005747637,68.txt
закон,0.0005747637,9.txt
заявка,0.0005747637,68.txt
заявка,0.0005747637,9.txt
подавать,0.0005747637,68.txt
подавать,0.0005747637,9.txt
яркий,0.0005747637,46.txt
яркий,0.0005747637,48.txt
яркий,0.0005747637,49.txt
маска,0.00057376,11.txt
россия,0.0005732588,50.txt
доступный,0.0005732001,67.txt
болезнь,0.0005731956,77.txt
болезнь,0.0005731956,80.txt
болезнь,0.0005731956,81.txt
болезнь,0.0005731956,95.txt
плата,0.0005731956,22.txt
статистика,0.0005731956,22.txt
умирать,0.0005731956,77.txt
умирать,0.0005731956,80.txt
умирать,0.0005731956,81.txt
показывать,0.0005731437,76.txt
использовать,0.0005730354,73.txt
ученый,0.0005724783,95.txt
что,0.0005722617,73.txt
сервис,0.0005718219,19.txt
выходить,0.000570549,37.txt
выходить,0.000570549,38.txt
эпидемия,0.000569315,95.txt
изображение,0.0005690039,93.txt
аналоговый,0.0005682446,32.txt
больничный,0.0005682446,83.txt
больничный,0.0005682446,89.txt
больничный,0.0005682446,90.txt
панель,0.0005682446,26.txt
светодиод,0.0005682446,26.txt
стабильный,0.0005682446,37.txt
стабильный,0.0005682446,38.txt
угол,0.0005682446,68.txt
угол,0.0005682446,9.txt
футболка,0.0005682446,56.txt
знание,0.0005679492,30.txt
март,0.0005674498,17.txt
офисный,0.0005673,85.txt
ядро,0.0005673,73.txt
другой,0.0005665968,5.txt
данные,0.0005655559,93.txt
издание,0.0005647281,21.txt
изначально,0.0005647281,41.txt
изначально,0.0005647281,42.txt
конструкция,0.0005647281,29.txt
конструкция,0.0005647281,33.txt
конструкция,0.0005647281,34.txt
матрица,0.0005647281,6.txt
понадобиться,0.0005647281,6.txt
попросить,0.0005647281,6.txt
произведение,0.0005647281,30.txt
свежий,0.0005647281,6.txt
термин,0.0005647281,6.txt
торговый,0.0005647281,11.txt
торговый,0.0005647281,12.txt
точный,0.0005647281,30.txt
абстрагироваться,0.000564386,85.txt
айти,0.000564386,86.txt
бедуин,0.000564386,41.txt
бедуин,0.000564386,42.txt
брэдбери,0.000564386,71.txt
бункер,0.000564386,72.txt
взаимосвязь,0.000564386,78.txt
воспроизводить,0.000564386,86.txt
выгорать,0.000564386,84.txt
глобус,0.000564386,41.txt
глобус,0.000564386,42.txt
глушилка,0.000564386,41.txt
глушилка,0.000564386,42.txt
госструктура,0.000564386,41.txt
госструктура,0.000564386,42.txt
гром,0.000564386,71.txt
грянуть,0.000564386,71.txt
дисковый,0.000564386,71.txt
доводиться,0.000564386,78.txt
запущенный,0.000564386,41.txt
запущенный,0.000564386,42.txt
конкурентоспособный,0.000564386,86.txt
кража,0.000564386,86.txt
логотип,0.000564386,86.txt
менторство,0.000564386,85.txt
менторство,0.000564386,87.txt
нелинейный,0.000564386,78.txt
онбординг,0.000564386,85.txt
онбординг,0.000564386,87.txt
отпускать,0.000564386,84.txt
отчасти,0.000564386,13.txt
поставка,0.000564386,41.txt
поставка,0.000564386,42.txt
продуктивность,0.000564386,84.txt
процентика,0.000564386,41.txt
процентика,0.000564386,42.txt
райан,0.000564386,86.txt
раскрывать,0.000564386,71.txt
расставаться,0.000564386,85.txt
рэй,0.000564386,71.txt
скра,0.000564386,84.txt
совершаться,0.000564386,84.txt
тротуар,0.000564386,41.txt
тротуар,0.000564386,42.txt
фабрика,0.000564386,32.txt
фломастер,0.000564386,85.txt
фломастер,0.000564386,87.txt
фондовый,0.000564386,13.txt
частичный,0.000564386,78.txt
чулан,0.000564386,13.txt
эпсилон,0.000564386,78.txt
удобный,0.0005635918,5.txt
файл,0.0005635918,3.txt
файл,0.0005635918,53.txt
что,0.0005635581,41.txt
что,0.0005635581,42.txt
скоро,0.0005634294,91.txt
сложный,0.0005634294,3.txt
физический,0.000562885,73.txt
движение,0.0005624058,51.txt
движение,0.0005624058,57.txt
движение,0.0005624058,58.txt
см,0.0005624058,35.txt
см,0.0005624058,36.txt
коронавирус,0.0005622206,95.txt
взлом,0.0005618509,62.txt
винд,0.0005618509,73.txt
высота,0.0005618509,66.txt
дизайнер,0.0005618509,66.txt
животное,0.0005618509,79.txt
заменять,0.0005618509,79.txt
заплатить,0.0005618509,66.txt
затрагивать,0.0005618509,79.txt
значимый,0.0005618509,66.txt
искусство,0.0005618509,79.txt
круг,0.0005618509,79.txt
микросхема,0.0005618509,30.txt
мяч,0.0005618509,79.txt
неопределенность,0.0005618509,39.txt
неопределенность,0.0005618509,40.txt
непосредственный,0.0005618509,66.txt
ориентация,0.0005618509,66.txt
отслеживать,0.0005618509,39.txt
отслеживать,0.0005618509,40.txt
пиариваться,0.0005618509,39.txt
пиариваться,0.0005618509,40.txt
пластина,0.0005618509,30.txt
побеждать,0.0005618509,95.txt
подпись,0.0005618509,39.txt
подпись,0.0005618509,40.txt
поставщик,0.0005618509,41.txt
поставщик,0.0005618509,42.txt
применимый,0.0005618509,66.txt
расслабляться,0.0005618509,79.txt
рисунок,0.0005618509,30.txt
своеобразный,0.0005618509,79.txt
скрывать,0.0005618509,66.txt
скрытый,0.0005618509,79.txt
таковой,0.0005618509,79.txt
текстовый,0.0005618509,66.txt
толк,0.0005618509,79.txt
тревога,0.0005618509,95.txt
упражнение,0.0005618509,79.txt
фантастика,0.0005618509,79.txt
формулировка,0.0005618509,39.txt
формулировка,0.0005618509,40.txt
честно,0.0005618509,79.txt
шутка,0.0005618509,79.txt
экология,0.0005618509,79.txt
эмоциональный,0.0005618509,66.txt
пожалуйста,0.000560145,8.txt
появляться,0.0005600972,100.txt
анализ,0.0005600934,100.txt
бизнес,0.0005600934,16.txt
рамка,0.0005600934,100.txt
сравнение,0.0005600934,100.txt
быстрый,0.00056,37.txt
быстрый,0.00056,38.txt
дата,0.00056,24.txt
звук,0.00056,24.txt
интегральный,0.00056,25.txt
тестирование,0.00056,24.txt
внимание,0.000559811,60.txt
внимание,0.000559811,64.txt
внимание,0.000559811,65.txt
задавать,0.0005592498,39.txt
задавать,0.0005592498,40.txt
запрещать,0.0005592498,88.txt
звезда,0.0005592498,88.txt
май,0.0005592498,32.txt
мероприятие,0.0005592498,32.txt
наиболее,0.0005592498,88.txt
световой,0.0005592498,32.txt
сентябрь,0.0005592498,32.txt
фс,0.0005592498,88.txt
дополнительный,0.0005589124,83.txt
дополнительный,0.0005589124,89.txt
дополнительный,0.0005589124,90.txt
включать,0.0005575878,21.txt
комментировать,0.0005575878,15.txt
багфикс,0.0005572632,7.txt
браузерный,0.0005572632,52.txt
бюджетный,0.0005572632,46.txt
бюджетный,0.0005572632,48.txt
бюджетный,0.0005572632,49.txt
вовсе,0.0005572632,70.txt
вовсе,0.0005572632,74.txt
вовсе,0.0005572632,75.txt
волновой,0.0005572632,77.txt
волновой,0.0005572632,80.txt
волновой,0.0005572632,81.txt
восьмой,0.0005572632,7.txt
вывести,0.0005572632,43.txt
вывести,0.0005572632,44.txt
гбит,0.0005572632,43.txt
гбит,0.0005572632,44.txt
горячий,0.0005572632,94.txt
горячий,0.0005572632,96.txt
горячий,0.0005572632,97.txt
готовность,0.0005572632,43.txt
готовность,0.0005572632,44.txt
грубо,0.0005572632,77.txt
грубо,0.0005572632,80.txt
грубо,0.0005572632,81.txt
делить,0.0005572632,46.txt
делить,0.0005572632,48.txt
делить,0.0005572632,49.txt
защищать,0.0005572632,86.txt
инфекционный,0.0005572632,77.txt
инфекционный,0.0005572632,80.txt
инфекционный,0.0005572632,81.txt
каково,0.0005572632,7.txt
каталог,0.0005572632,7.txt
комп,0.0005572632,43.txt
комп,0.0005572632,44.txt
контейнер,0.0005572632,52.txt
лечиться,0.0005572632,43.txt
лечиться,0.0005572632,44.txt
линейка,0.0005572632,31.txt
налаживать,0.0005572632,7.txt
нормальный,0.0005572632,31.txt
отладка,0.0005572632,53.txt
подступаться,0.0005572632,7.txt
постановка,0.0005572632,77.txt
постановка,0.0005572632,80.txt
постановка,0.0005572632,81.txt
пострадать,0.0005572632,43.txt
пострадать,0.0005572632,44.txt
пояс,0.0005572632,7.txt
преподаватель,0.0005572632,53.txt
приготовление,0.0005572632,31.txt
пуск,0.0005572632,43.txt
пуск,0.0005572632,44.txt
разгонный,0.0005572632,43.txt
разгонный,0.0005572632,44.txt
разделение,0.0005572632,7.txt
рамблер,0.0005572632,7.txt
рассылать,0.0005572632,43.txt
рассылать,0.0005572632,44.txt
рекордсмен,0.0005572632,7.txt
рунет,0.0005572632,7.txt
сбербанк,0.0005572632,7.txt
снизу,0.0005572632,94.txt
снизу,0.0005572632,96.txt
снизу,0.0005572632,97.txt
стажер,0.0005572632,7.txt
теоретически,0.0005572632,94.txt
теоретически,0.0005572632,96.txt
теоретически,0.0005572632,97.txt
тридцать,0.0005572632,7.txt
урок,0.0005572632,7.txt
фильтрация,0.0005572632,52.txt
фильтровать,0.0005572632,94.txt
фильтровать,0.0005572632,96.txt
фильтровать,0.0005572632,97.txt
хм,0.0005572632,43.txt
хм,0.0005572632,44.txt
эмоционально,0.0005572632,7.txt
адаптивный,0.0005564779,15.txt
аллергия,0.0005564779,25.txt
аллергия,0.0005564779,63.txt
армения,0.0005564779,23.txt
битный,0.0005564779,23.txt
вебинара,0.0005564779,17.txt
взламывать,0.0005564779,23.txt
галактический,0.0005564779,47.txt
движок,0.0005564779,23.txt
джозеф,0.0005564779,11.txt
джозеф,0.0005564779,63.txt
дистилляция,0.0005564779,25.txt
дистилляция,0.0005564779,63.txt
дьявол,0.0005564779,23.txt
евангелист,0.0005564779,23.txt
женщина,0.0005564779,23.txt
злой,0.0005564779,15.txt
избавлять,0.0005564779,23.txt
илья,0.0005564779,23.txt
исток,0.0005564779,23.txt
казань,0.0005564779,23.txt
казахстан,0.0005564779,23.txt
консольный,0.0005564779,23.txt
лайфхак,0.0005564779,23.txt
лимит,0.0005564779,11.txt
лимит,0.0005564779,12.txt
лицевой,0.0005564779,11.txt
лицевой,0.0005564779,63.txt
макс,0.0005564779,23.txt
медийный,0.0005564779,17.txt
многомерный,0.0005564779,25.txt
молдова,0.0005564779,23.txt
недовольный,0.0005564779,23.txt
ниндзя,0.0005564779,23.txt
новичок,0.0005564779,14.txt
обусловливать,0.0005564779,63.txt
ось,0.0005564779,47.txt
переиспользование,0.0005564779,23.txt
перфекционизм,0.0005564779,17.txt
плотно,0.0005564779,54.txt
подводный,0.0005564779,23.txt
пожирать,0.0005564779,23.txt
попадание,0.0005564779,23.txt
проживать,0.0005564779,63.txt
римский,0.0005564779,54.txt
роман,0.0005564779,23.txt
руководить,0.0005564779,47.txt
синдром,0.0005564779,23.txt
скользить,0.0005564779,11.txt
скользить,0.0005564779,12.txt
творить,0.0005564779,23.txt
терапия,0.0005564779,23.txt
терминология,0.0005564779,15.txt
токсичный,0.0005564779,54.txt
транслироваться,0.0005564779,23.txt
тьма,0.0005564779,23.txt
угодно,0.0005564779,23.txt
узбекистан,0.0005564779,23.txt
фишинг,0.0005564779,23.txt
централизованный,0.0005564779,25.txt
черновик,0.0005564779,17.txt
чешский,0.0005564779,11.txt
чешский,0.0005564779,63.txt
эмоция,0.0005564779,63.txt
страна,0.0005559003,55.txt
зарубежный,0.0005558288,17.txt
игровой,0.0005558288,15.txt
инвестиция,0.0005558288,13.txt
позиция,0.0005558288,15.txt
постепенно,0.0005558288,87.txt
принтер,0.0005558288,13.txt
родитель,0.0005558288,15.txt
сожаление,0.0005558288,46.txt
сожаление,0.0005558288,48.txt
сожаление,0.0005558288,49.txt
убивать,0.0005558288,94.txt
убивать,0.0005558288,96.txt
убивать,0.0005558288,97.txt
храниться,0.0005558288,15.txt
многий,0.000555741,92.txt
фриланс,0.0005555277,4.txt
гик,0.0005552106,31.txt
книжка,0.0005552106,1.txt
книжка,0.0005552106,2.txt
книжка,0.0005552106,20.txt
стартап,0.0005552106,87.txt
фон,0.0005552106,17.txt
перевод,0.000553109,47.txt
март,0.0005513899,16.txt
март,0.0005513899,78.txt
читатель,0.0005512754,66.txt
зарегистрировать,0.0005510639,93.txt
сборка,0.0005510639,52.txt
состояние,0.0005510639,53.txt
состоять,0.0005510639,93.txt
устанавливать,0.0005510639,27.txt
цифра,0.0005510639,93.txt
выходной,0.00055095,60.txt
выходной,0.00055095,64.txt
выходной,0.00055095,65.txt
электроника,0.00055095,31.txt
механика,0.0005506002,22.txt
пары,0.0005506002,31.txt
сделать,0.0005505222,3.txt
что,0.0005505027,79.txt
программа,0.0005479155,35.txt
программа,0.0005479155,36.txt
стример,0.0005478013,11.txt
копирование,0.000547394,71.txt
знать,0.0005471836,91.txt
алгебра,0.000546579,1.txt
алгебра,0.000546579,2.txt
алгебра,0.000546579,20.txt
бег,0.000546579,1.txt
бег,0.000546579,2.txt
бег,0.000546579,20.txt
википедия,0.000546579,10.txt
доставлять,0.000546579,10.txt
звучать,0.000546579,10.txt
зритель,0.000546579,1.txt
зритель,0.000546579,2.txt
зритель,0.000546579,20.txt
интеллектуальный,0.000546579,54.txt
концерт,0.000546579,61.txt
концерт,0.000546579,99.txt
медитация,0.000546579,61.txt
медитация,0.000546579,99.txt
миниатюрный,0.000546579,61.txt
миниатюрный,0.000546579,99.txt
оркестр,0.000546579,61.txt
оркестр,0.000546579,99.txt
повседневный,0.000546579,61.txt
повседневный,0.000546579,99.txt
положение,0.000546579,51.txt
положение,0.000546579,57.txt
положение,0.000546579,58.txt
приставка,0.000546579,10.txt
ракета,0.000546579,71.txt
тишина,0.000546579,61.txt
тишина,0.000546579,99.txt
трек,0.000546579,61.txt
трек,0.000546579,99.txt
электричество,0.000546579,71.txt
игра,0.00054639,10.txt
прямой,0.000546105,79.txt
санкт,0.000546105,39.txt
санкт,0.000546105,40.txt
март,0.0005460366,71.txt
бизнес,0.0005453541,17.txt
железо,0.0005452452,71.txt
дом,0.0005444127,84.txt
останавливать,0.0005442646,35.txt
останавливать,0.0005442646,36.txt
формат,0.0005442646,15.txt
искусственный,0.0005441576,24.txt
результат,0.000543725,66.txt
выходить,0.00054338,63.txt
веб,0.0005424738,21.txt
день,0.0005422572,83.txt
день,0.0005422572,89.txt
день,0.0005422572,90.txt
история,0.00054144,26.txt
болезнь,0.0005413514,63.txt
долгий,0.0005413514,6.txt
интересоваться,0.0005413514,6.txt
наглядно,0.0005413514,6.txt
президентский,0.0005413514,21.txt
редактор,0.0005413514,6.txt
робототехнический,0.0005413514,21.txt
строить,0.0005413514,6.txt
территория,0.0005413514,21.txt
флант,0.0005413514,25.txt
ФМЛ,0.0005413514,21.txt
комментировать,0.0005406912,16.txt
разработчик,0.0005404046,76.txt
решать,0.0005404046,5.txt
элемент,0.0005403696,32.txt
бесплатный,0.0005402802,67.txt
принимать,0.000540246,77.txt
принимать,0.000540246,80.txt
принимать,0.000540246,81.txt
опять,0.000538935,84.txt
ответственность,0.000538935,88.txt
руководитель,0.000538935,88.txt
сильный,0.000538935,88.txt
товар,0.000538935,88.txt
научно,0.0005384607,62.txt
баланс,0.00053711,83.txt
баланс,0.00053711,89.txt
баланс,0.00053711,90.txt
денежный,0.00053711,68.txt
денежный,0.00053711,9.txt
договариваться,0.00053711,68.txt
договариваться,0.00053711,9.txt
договор,0.00053711,68.txt
договор,0.00053711,9.txt
ежедневный,0.00053711,83.txt
ежедневный,0.00053711,89.txt
ежедневный,0.00053711,90.txt
загружать,0.00053711,37.txt
загружать,0.00053711,38.txt
концепция,0.00053711,68.txt
концепция,0.00053711,9.txt
минимальный,0.00053711,56.txt
окружение,0.00053711,56.txt
окружение,0.00053711,68.txt
окружение,0.00053711,9.txt
партнер,0.00053711,56.txt
помимо,0.00053711,83.txt
помимо,0.00053711,89.txt
помимо,0.00053711,90.txt
предприниматель,0.00053711,68.txt
предприниматель,0.00053711,9.txt
представитель,0.00053711,67.txt
разъяснение,0.00053711,83.txt
разъяснение,0.00053711,89.txt
разъяснение,0.00053711,90.txt
сгорать,0.00053711,84.txt
труд,0.00053711,83.txt
